1	0.23158032198747
2	0.11700487633546193
3	0.13913514465093613
4	0.09236620614926021
5	0.07472648471593857
6	0.12706194197138151
7	0.09202450265487035
8	0.04710537691911062
9	0.1731694589058558
10	0.10241525868574779
11	0.057126947989066444
12	0.059410939613978066
13	0.05728571365276972
14	0.05503998200098673
15	0.05788036808371544
16	0.046578979740540184
17	0.035911050935586296
18	0.04325392966469129
19	0.07079474131266277
20	0.035728481908639274
21	0.04179753984014193
22	0.04979117959737778
23	0.049506700287262596
24	0.03595444125433763
25	0.03236180109282335
26	0.04157936697204908
27	0.0421040803194046
28	0.039037756621837616
29	0.04818515727917353
30	0.05461260303854942
31	0.044152467201153435
32	0.028748586152990658
33	0.05033371721704801
34	0.047029171139001846
35	0.052155798921982445
36	0.05818387990196546
37	0.043863716845711075
38	0.05461388205488523
39	0.0586173323293527
40	0.033467123905817665
41	0.056118627389272056
42	0.03886659567554792
43	0.031162946795423824
44	0.03377639502286911
45	0.0483098936577638
46	0.06471672157446544
47	0.03445085200170676
48	0.039611504723628364
49	0.047212144980827965
50	0.03699518678088983
